Harga Aktual (Rp),Harga Prediksi (Rp),Residual
945000000.0,901783040.0,43216960.0
3500000000.0,3815181000.0,-315181056.0
775000000.0,790729340.0,-15729344.0
7000000000.0,6920969000.0,79030784.0
5000000000.0,5097939500.0,-97939456.0
5000000000.0,5851542500.0,-851542528.0
1100000000.0,928733200.0,171266816.0
6000000000.0,6110169000.0,-110169088.0
2300000000.0,2264092000.0,35908096.0
1250000000.0,1282496600.0,-32496640.0
4500000000.0,4514948000.0,-14948096.0
950000000.0,802235300.0,147764672.0
5000000000.0,4569441000.0,430559232.0
1000000000.0,1153022000.0,-153021952.0
3500000000.0,3815181000.0,-315181056.0
1650000000.0,1542496000.0,107504000.0
945000000.0,901783040.0,43216960.0
1150000000.0,1122831000.0,27169024.0
4500000000.0,4400595500.0,99404544.0
7500000000.0,6426331000.0,1073668864.0
7000000000.0,6124883000.0,875117056.0
7000000000.0,6124883000.0,875117056.0
7500000000.0,6819663400.0,680336640.0
2900000000.0,3603724500.0,-703724544.0
2900000000.0,2989445000.0,-89445120.0
3500000000.0,4100828000.0,-600827904.0
4500000000.0,4514948000.0,-14948096.0
775000000.0,790729340.0,-15729344.0
5000000000.0,4702160400.0,297839616.0
4500000000.0,3773841200.0,726158848.0
1650000000.0,1542496000.0,107504000.0
1250000000.0,1241910300.0,8089728.0
1800000000.0,1806334800.0,-6334848.0
1150000000.0,1122831000.0,27169024.0
570000000.0,520470530.0,49529472.0
2300000000.0,2044196400.0,255803648.0
600000000.0,634181100.0,-34181120.0
3500000000.0,3387362600.0,112637440.0
1900000000.0,1698562200.0,201437824.0
3250000000.0,3373628700.0,-123628672.0
3500000000.0,3613333000.0,-113332992.0
2300000000.0,2091527800.0,208472192.0
2500000000.0,2698550300.0,-198550272.0
5300000000.0,4532437500.0,767562496.0
2750000000.0,3072538400.0,-322538368.0
5500000000.0,4280859600.0,1219140352.0
2100000000.0,1525456100.0,574543872.0
1600000000.0,1394555400.0,205444608.0
1700000000.0,1430463700.0,269536256.0
800000000.0,1045197100.0,-245197120.0
5500000000.0,4644932600.0,855067392.0
2750000000.0,3004576300.0,-254576256.0
5500000000.0,4644932600.0,855067392.0
2750000000.0,3004576300.0,-254576256.0
3800000000.0,3584311300.0,215688704.0
1800000000.0,1504412200.0,295587840.0
1100000000.0,1174154100.0,-74154112.0
1150000000.0,1122831000.0,27169024.0
725000000.0,1382929800.0,-657929792.0
3800000000.0,3514702800.0,285297152.0
1650000000.0,1874054000.0,-224054016.0
2500000000.0,3277644500.0,-777644544.0
1100000000.0,808041660.0,291958336.0
1600000000.0,1763202600.0,-163202560.0
1350000000.0,1293189100.0,56810880.0
3000000000.0,2916626700.0,83373312.0
850000000.0,843747460.0,6252544.0
1350000000.0,1365387600.0,-15387648.0
1150000000.0,1160868900.0,-10868864.0
3950000000.0,4536338000.0,-586337920.0
5300000000.0,4774606000.0,525394176.0
3850000000.0,3200673800.0,649326208.0
4100000000.0,4251030800.0,-151030784.0
3500000000.0,3743751700.0,-243751680.0
3200000000.0,3698068200.0,-498068224.0
800000000.0,1359605400.0,-559605376.0
3800000000.0,4174839800.0,-374839808.0
1700000000.0,1586523000.0,113476992.0
4500000000.0,3867338500.0,632661504.0
1300000000.0,1163176200.0,136823808.0
2750000000.0,3072538400.0,-322538368.0
2750000000.0,3072538400.0,-322538368.0
2750000000.0,3072538400.0,-322538368.0
2750000000.0,3072538400.0,-322538368.0
2750000000.0,3072538400.0,-322538368.0
2750000000.0,3072538400.0,-322538368.0
585000000.0,808041660.0,-223041664.0
2300000000.0,2871512600.0,-571512576.0
2500000000.0,2871512600.0,-371512576.0
4400000000.0,4006176300.0,393823744.0
1800000000.0,1281855900.0,518144128.0
675000000.0,830580800.0,-155580800.0
2300000000.0,2354359600.0,-54359552.0
4700000000.0,4846401000.0,-146401024.0
1600000000.0,1528870000.0,71129984.0
5500000000.0,4644932600.0,855067392.0
5500000000.0,4644932600.0,855067392.0
1700000000.0,1359605400.0,340394624.0
4350000000.0,4658401000.0,-308400768.0
2900000000.0,3486174000.0,-586173952.0
3500000000.0,3688896000.0,-188896000.0
4700000000.0,4186577700.0,513422336.0
1700000000.0,1500789600.0,199210368.0
800000000.0,1256247700.0,-456247680.0
1150000000.0,1125388800.0,24611200.0
3200000000.0,2645482500.0,554517504.0
3800000000.0,3514702800.0,285297152.0
3800000000.0,3514702800.0,285297152.0
4900000000.0,5268360000.0,-368360192.0
2850000000.0,3415128000.0,-565128064.0
2500000000.0,1981250200.0,518749824.0
3500000000.0,3871346000.0,-371345920.0
585000000.0,731930240.0,-146930240.0
1900000000.0,3935094300.0,-2035094272.0
6300000000.0,5817911300.0,482088704.0
3500000000.0,3760175400.0,-260175360.0
495000000.0,562593300.0,-67593280.0
4500000000.0,4578942000.0,-78941952.0
4700000000.0,2975145000.0,1724855040.0
5750000000.0,6086905300.0,-336905344.0
300000000.0,334929540.0,-34929536.0
630000000.0,628099500.0,1900480.0
1680000000.0,1528015700.0,151984256.0
630000000.0,596329860.0,33670144.0
599000000.0,524041630.0,74958368.0
890000000.0,687605800.0,202394176.0
810000000.0,662075500.0,147924480.0
630000000.0,628099500.0,1900480.0
599000000.0,524041630.0,74958368.0
600000000.0,524041630.0,75958368.0
1200000000.0,1189180400.0,10819584.0
499000000.0,401489470.0,97510528.0
810000000.0,662075500.0,147924480.0
810000000.0,662075500.0,147924480.0
630000000.0,596329860.0,33670144.0
599000000.0,524041630.0,74958368.0
810000000.0,662075500.0,147924480.0
630000000.0,596329860.0,33670144.0
599000000.0,497535260.0,101464736.0
351000000.0,386116000.0,-35116000.0
325000000.0,468618530.0,-143618528.0
245000000.0,334538800.0,-89538816.0
1350000000.0,1222446500.0,127553536.0
250000000.0,256739150.0,-6739152.0
375000000.0,564602400.0,-189602368.0
975000000.0,1035748740.0,-60748736.0
325000000.0,497535260.0,-172535264.0
1450000000.0,1215248900.0,234751104.0
1450000000.0,1215248900.0,234751104.0
500000000.0,596407230.0,-96407232.0
1500000000.0,1308405400.0,191594624.0
359000000.0,632839900.0,-273839872.0
350000000.0,371869900.0,-21869888.0
168000000.0,277031550.0,-109031552.0
195000000.0,203896560.0,-8896560.0
280000000.0,384448580.0,-104448576.0
530000000.0,401489470.0,128510528.0
493000000.0,429348300.0,63651712.0
130000000.0,186677180.0,-56677184.0
475000000.0,388861660.0,86138336.0
500000000.0,506955550.0,-6955552.0
525000000.0,510647170.0,14352832.0
1350000000.0,1307514800.0,42485248.0
660000000.0,667567400.0,-7567424.0
700000000.0,678206850.0,21793152.0
333000000.0,363421150.0,-30421152.0
525000000.0,490155330.0,34844672.0
1440000000.0,1354532100.0,85467904.0
780000000.0,806266600.0,-26266624.0
600000000.0,563130050.0,36869952.0
600000000.0,576696600.0,23303424.0
1440000000.0,1354532100.0,85467904.0
780000000.0,806266600.0,-26266624.0
780000000.0,806266600.0,-26266624.0
780000000.0,806266600.0,-26266624.0
555000000.0,651125100.0,-96125120.0
1350000000.0,1327550500.0,22449536.0
530000000.0,534935230.0,-4935232.0
930000000.0,821391360.0,108608640.0
900000000.0,826074940.0,73925056.0
1080000000.0,1039731140.0,40268864.0
500000000.0,534935230.0,-34935232.0
1080000000.0,1003868700.0,76131328.0
930000000.0,821391360.0,108608640.0
1080000000.0,1039731140.0,40268864.0
960000000.0,885699840.0,74300160.0
1400000000.0,1466376200.0,-66376192.0
500000000.0,534935230.0,-34935232.0
900000000.0,826032400.0,73967616.0
1150000000.0,1075991900.0,74008064.0
1400000000.0,1466376200.0,-66376192.0
1080000000.0,1003868700.0,76131328.0
930000000.0,821349060.0,108650944.0
900000000.0,826032400.0,73967616.0
1150000000.0,1075991900.0,74008064.0
530000000.0,534935230.0,-4935232.0
599000000.0,602283000.0,-3283008.0
1400000000.0,1466376200.0,-66376192.0
500000000.0,534907680.0,-34907680.0
1080000000.0,1003868700.0,76131328.0
930000000.0,743572740.0,186427264.0
900000000.0,826032400.0,73967616.0
530000000.0,534935230.0,-4935232.0
530000000.0,534935230.0,-4935232.0
530000000.0,534935230.0,-4935232.0
500000000.0,534935230.0,-34935232.0
1080000000.0,1003868700.0,76131328.0
930000000.0,821391360.0,108608640.0
900000000.0,826032400.0,73967616.0
960000000.0,885699840.0,74300160.0
1400000000.0,1466376200.0,-66376192.0
530000000.0,534935230.0,-4935232.0
1080000000.0,1039731140.0,40268864.0
1150000000.0,1075991900.0,74008064.0
800000000.0,659588700.0,140411328.0
637000000.0,744438400.0,-107438400.0
755000000.0,847557250.0,-92557248.0
685000000.0,744438400.0,-59438400.0
438000000.0,386306780.0,51693216.0
438000000.0,537458240.0,-99458240.0
1090000000.0,1005240600.0,84759424.0
570000000.0,730273600.0,-160273600.0
600000000.0,958896300.0,-358896320.0
435000000.0,382024700.0,52975296.0
960000000.0,1042982600.0,-82982592.0
466000000.0,426993820.0,39006176.0
400000000.0,426993820.0,-26993824.0
400000000.0,426993820.0,-26993824.0
400000000.0,426993820.0,-26993824.0
500000000.0,545856400.0,-45856384.0
1620000000.0,1538482300.0,81517696.0
375000000.0,353339360.0,21660640.0
1620000000.0,1538482300.0,81517696.0
810000000.0,735799100.0,74200896.0
1140000000.0,1072977200.0,67022784.0
1080000000.0,1081859000.0,-1858944.0
195000000.0,140777280.0,54222720.0
500000000.0,481157380.0,18842624.0
100000000.0,129909460.0,-29909456.0
200000000.0,172250830.0,27749168.0
275000000.0,238253780.0,36746224.0
400000000.0,452133980.0,-52133984.0
400000000.0,452133980.0,-52133984.0
456000000.0,458546850.0,-2546848.0
473000000.0,416068800.0,56931200.0
275000000.0,238253780.0,36746224.0
275000000.0,238253780.0,36746224.0
160000000.0,233441070.0,-73441072.0
399000000.0,232287620.0,166712384.0
225000000.0,235585860.0,-10585856.0
790000000.0,1181572400.0,-391572352.0
150000000.0,129909460.0,20090544.0
135000000.0,150827300.0,-15827296.0
437000000.0,456179300.0,-19179296.0
250000000.0,344172130.0,-94172128.0
125000000.0,119473620.0,5526384.0
135000000.0,140458380.0,-5458384.0
100000000.0,129909460.0,-29909456.0
150000000.0,134098180.0,15901824.0
100000000.0,129909460.0,-29909456.0
172000000.0,227595420.0,-55595424.0
2400000000.0,2391234600.0,8765440.0
650000000.0,618504500.0,31495488.0
1700000000.0,1402533900.0,297466112.0
650000000.0,618504500.0,31495488.0
800000000.0,819912200.0,-19912192.0
840000000.0,849852700.0,-9852672.0
945000000.0,895417500.0,49582528.0
1020000000.0,865738900.0,154261120.0
1080000000.0,1088978600.0,-8978560.0
699000000.0,626994750.0,72005248.0
810000000.0,758911170.0,51088832.0
1380000000.0,1280333600.0,99666432.0
699000000.0,626994750.0,72005248.0
1500000000.0,1569736100.0,-69736064.0
1080000000.0,1088978600.0,-8978560.0
810000000.0,758911170.0,51088832.0
1080000000.0,1088978600.0,-8978560.0
780000000.0,772132200.0,7867776.0
800000000.0,795515650.0,4484352.0
840000000.0,863150300.0,-23150272.0
699000000.0,626994750.0,72005248.0
650000000.0,780477250.0,-130477248.0
1140000000.0,1097479800.0,42520192.0
1140000000.0,1097479800.0,42520192.0
1380000000.0,1280333600.0,99666432.0
1080000000.0,1088978600.0,-8978560.0
1140000000.0,1097479800.0,42520192.0
1140000000.0,1097479800.0,42520192.0
1380000000.0,1280333600.0,99666432.0
1620000000.0,1391208000.0,228792064.0
810000000.0,758911170.0,51088832.0
695000000.0,563031230.0,131968768.0
450000000.0,445934140.0,4065856.0
850000000.0,1224605000.0,-374605056.0
655000000.0,621092300.0,33907712.0
545000000.0,493147700.0,51852288.0
2000000000.0,1836814800.0,163185152.0
649000000.0,517491000.0,131508992.0
2900000000.0,3755552300.0,-855552256.0
688000000.0,544295900.0,143704128.0
1350000000.0,1268667600.0,81332352.0
400000000.0,528254500.0,-128254496.0
200000000.0,439628930.0,-239628928.0
575000000.0,751979100.0,-176979072.0
1500000000.0,1810691500.0,-310691456.0
644000000.0,613432640.0,30567360.0
500000000.0,552473100.0,-52473088.0
600000000.0,624318100.0,-24318080.0
400000000.0,403219230.0,-3219232.0
400000000.0,403219230.0,-3219232.0
560000000.0,481339100.0,78660896.0
600000000.0,624318100.0,-24318080.0
655000000.0,621092300.0,33907712.0
500000000.0,552473100.0,-52473088.0
600000000.0,624318100.0,-24318080.0
999000000.0,1091796600.0,-92796608.0
750000000.0,1054013700.0,-304013696.0
185000000.0,226242880.0,-41242880.0
500000000.0,552473100.0,-52473088.0
590000000.0,520470530.0,69529472.0
599000000.0,520470530.0,78529472.0
514000000.0,500174700.0,13825312.0
624000000.0,619075700.0,4924288.0
624000000.0,619075700.0,4924288.0
494000000.0,498327330.0,-4327328.0
594000000.0,520470530.0,73529472.0
499000000.0,460826460.0,38173536.0
499000000.0,460826460.0,38173536.0
599000000.0,520470530.0,78529472.0
599000000.0,520470530.0,78529472.0
1100000000.0,1088978600.0,11021440.0
600000000.0,621092300.0,-21092288.0
470000000.0,498524130.0,-28524128.0
470000000.0,498524130.0,-28524128.0
780000000.0,813050700.0,-33050688.0
752000000.0,719797000.0,32203008.0
700000000.0,1005148540.0,-305148544.0
650000000.0,554486300.0,95513728.0
1350000000.0,1295010700.0,54989312.0
1350000000.0,1313751800.0,36248192.0
4000000000.0,3656260400.0,343739648.0
5000000000.0,4995123700.0,4876288.0
7500000000.0,6188423000.0,1311576832.0
770000000.0,643518400.0,126481600.0
5200000000.0,5248811500.0,-48811520.0
1500000000.0,1470538200.0,29461760.0
2400000000.0,2398278000.0,1722112.0
650000000.0,629920800.0,20079232.0
650000000.0,629920800.0,20079232.0
650000000.0,629920800.0,20079232.0
1440000000.0,1406227700.0,33772288.0
1890000000.0,1732076500.0,157923456.0
2380000000.0,2032482400.0,347517568.0
1980000000.0,1743239000.0,236760960.0
7000000000.0,6458033000.0,541966848.0
2040000000.0,1943188700.0,96811264.0
1980000000.0,1743239000.0,236760960.0
1440000000.0,1485584100.0,-45584128.0
1980000000.0,1743239000.0,236760960.0
1440000000.0,1485584100.0,-45584128.0
1440000000.0,1485584100.0,-45584128.0
1980000000.0,1743239000.0,236760960.0
1440000000.0,1485584100.0,-45584128.0
2000000000.0,1941836400.0,58163584.0
587000000.0,593368640.0,-6368640.0
500000000.0,522367100.0,-22367104.0
1350000000.0,1313751800.0,36248192.0
630000000.0,603268300.0,26731712.0
5000000000.0,4806091300.0,193908736.0
633000000.0,501162100.0,131837888.0
4320000000.0,4170271700.0,149728256.0
3550000000.0,3451590400.0,98409600.0
569000000.0,688922500.0,-119922496.0
467000000.0,555376400.0,-88376384.0
570000000.0,675159550.0,-105159552.0
2400000000.0,2418923300.0,-18923264.0
2400000000.0,2418923300.0,-18923264.0
2400000000.0,2418923300.0,-18923264.0
2400000000.0,2418923300.0,-18923264.0
2500000000.0,3310706200.0,-810706176.0
2040000000.0,1828160800.0,211839232.0
2040000000.0,1980351000.0,59649024.0
2040000000.0,1980351000.0,59649024.0
2040000000.0,1980351000.0,59649024.0
2040000000.0,1980351000.0,59649024.0
1100000000.0,1131352600.0,-31352576.0
1440000000.0,1352786800.0,87213184.0
1440000000.0,1352786800.0,87213184.0
1440000000.0,1320852400.0,119147648.0
780000000.0,806266600.0,-26266624.0
1980000000.0,1671890300.0,308109696.0
1440000000.0,1354532100.0,85467904.0
1000000000.0,1543982500.0,-543982464.0
1350000000.0,1327550500.0,22449536.0
530000000.0,568063300.0,-38063296.0
784000000.0,866609540.0,-82609536.0
4500000000.0,4406920000.0,93079808.0
3600000000.0,3963605800.0,-363605760.0
890000000.0,766766660.0,123233344.0
810000000.0,727024300.0,82975680.0
630000000.0,691287800.0,-61287808.0
2550000000.0,2419537000.0,130463104.0
468000000.0,1048939700.0,-580939712.0
1350000000.0,1334046000.0,15954048.0
570000000.0,590561700.0,-20561728.0
3800000000.0,3587375400.0,212624640.0
3800000000.0,3587375400.0,212624640.0
3000000000.0,2805352700.0,194647296.0
2000000000.0,2101749400.0,-101749376.0
2400000000.0,2293014300.0,106985728.0
388000000.0,616572800.0,-228572800.0
4600000000.0,3918571800.0,681428224.0
546000000.0,471844640.0,74155360.0
1000000000.0,1237089800.0,-237089792.0
1680000000.0,1704706000.0,-24706048.0
2550000000.0,2365107500.0,184892544.0
2550000000.0,2365107500.0,184892544.0
1680000000.0,1655330200.0,24669824.0
1680000000.0,1704706000.0,-24706048.0
2550000000.0,2365107500.0,184892544.0
1680000000.0,1704706000.0,-24706048.0
2550000000.0,2365107500.0,184892544.0
1680000000.0,1655330200.0,24669824.0
1680000000.0,1704706000.0,-24706048.0
1680000000.0,1704706000.0,-24706048.0
1680000000.0,1655415400.0,24584576.0
1350000000.0,1299655300.0,50344704.0
1400000000.0,1266136700.0,133863296.0
2040000000.0,1818416400.0,221583616.0
275000000.0,289559520.0,-14559520.0
275000000.0,289544600.0,-14544608.0
1680000000.0,1648307500.0,31692544.0
5000000000.0,4897164000.0,102836224.0
1500000000.0,1497061500.0,2938496.0
1450000000.0,1430332800.0,19667200.0
2650000000.0,2567432000.0,82568064.0
1350000000.0,1353333900.0,-3333888.0
3500000000.0,3582944300.0,-82944256.0
1250000000.0,1254167200.0,-4167168.0
1600000000.0,1682276700.0,-82276736.0
1450000000.0,1416186800.0,33813248.0
3800000000.0,3527685000.0,272314880.0
3800000000.0,3527685000.0,272314880.0
3500000000.0,3847334100.0,-347334144.0
1450000000.0,1416186800.0,33813248.0
1030000000.0,970456700.0,59543296.0
1200000000.0,1237889900.0,-37889920.0
2950000000.0,2744127200.0,205872768.0
2650000000.0,2525979400.0,124020608.0
1700000000.0,1647506000.0,52493952.0
1700000000.0,1647506000.0,52493952.0
1200000000.0,1309314000.0,-109314048.0
700000000.0,716747400.0,-16747392.0
699000000.0,716747400.0,-17747392.0
4100000000.0,4235944000.0,-135943936.0
7600000000.0,6755515000.0,844485120.0
6300000000.0,6269078000.0,30921984.0
1150000000.0,995874200.0,154125824.0
4600000000.0,3967183400.0,632816640.0
900000000.0,746579840.0,153420160.0
1350000000.0,1295929900.0,54070144.0
900000000.0,1059239500.0,-159239488.0
1440000000.0,1440448900.0,-448896.0
1440000000.0,1440448900.0,-448896.0
755000000.0,645352300.0,109647680.0
785000000.0,701906240.0,83093760.0
685000000.0,601852400.0,83147584.0
830000000.0,829403000.0,596992.0
830000000.0,829403000.0,596992.0
725000000.0,640082240.0,84917760.0
1620000000.0,1538482300.0,81517696.0
400000000.0,436584770.0,-36584768.0
280000000.0,235605630.0,44394368.0
495000000.0,677139140.0,-182139136.0
780000000.0,820034200.0,-40034176.0
780000000.0,820034200.0,-40034176.0
2600000000.0,3177583600.0,-577583616.0
1650000000.0,1326209200.0,323790848.0
1350000000.0,1350762800.0,-762752.0
975000000.0,1196869400.0,-221869376.0
975000000.0,1210515700.0,-235515712.0
992000000.0,961280600.0,30719424.0
2040000000.0,1828160800.0,211839232.0
2040000000.0,1828160800.0,211839232.0
1000000000.0,1052834240.0,-52834240.0
2650000000.0,3076185600.0,-426185600.0
3900000000.0,3812977000.0,87023104.0
2040000000.0,1980351000.0,59649024.0
798000000.0,809092000.0,-11091968.0
590000000.0,576406200.0,13593792.0
749000000.0,710452400.0,38547584.0
674000000.0,639320900.0,34679104.0
516000000.0,501957100.0,14042912.0
516000000.0,501957100.0,14042912.0
655000000.0,670744100.0,-15744128.0
782000000.0,809092000.0,-27091968.0
460000000.0,475578900.0,-15578912.0
800000000.0,691088800.0,108911232.0
475000000.0,477390200.0,-2390208.0
450000000.0,517982800.0,-67982784.0
400000000.0,525224420.0,-125224416.0
470000000.0,485924600.0,-15924608.0
470000000.0,485924600.0,-15924608.0
168000000.0,197920960.0,-29920960.0
400000000.0,416312480.0,-16312480.0
400000000.0,416312480.0,-16312480.0
500000000.0,485009760.0,14990240.0
1350000000.0,1329988600.0,20011392.0
619000000.0,571936960.0,47063040.0
551000000.0,540349700.0,10650304.0
551000000.0,540349700.0,10650304.0
551000000.0,540349700.0,10650304.0
875000000.0,892394500.0,-17394496.0
908000000.0,873908030.0,34091968.0
651000000.0,736482900.0,-85482880.0
651000000.0,736482900.0,-85482880.0
651000000.0,736482900.0,-85482880.0
651000000.0,736482900.0,-85482880.0
651000000.0,736482900.0,-85482880.0
1070000000.0,1053706200.0,16293824.0
535000000.0,540377540.0,-5377536.0
535000000.0,540377540.0,-5377536.0
535000000.0,540377540.0,-5377536.0
551000000.0,540377540.0,10622464.0
551000000.0,540377540.0,10622464.0
551000000.0,540377540.0,10622464.0
661000000.0,642219900.0,18780096.0
1160000000.0,1105241700.0,54758272.0
921000000.0,906214340.0,14785664.0
500000000.0,542324860.0,-42324864.0
650000000.0,808152640.0,-158152640.0
551000000.0,540377540.0,10622464.0
980000000.0,900129860.0,79870144.0
655000000.0,619242240.0,35757760.0
800000000.0,484299800.0,315700192.0
1200000000.0,1391685600.0,-191685632.0
700000000.0,848199300.0,-148199296.0
1350000000.0,1323651700.0,26348288.0
685000000.0,668333060.0,16666944.0
514000000.0,387122600.0,126877408.0
798000000.0,901881100.0,-103881088.0
75000000.0,129260400.0,-54260400.0
455000000.0,434377820.0,20622176.0
931000000.0,938822660.0,-7822656.0
410000000.0,321604400.0,88395584.0
900000000.0,1081898100.0,-181898112.0
440000000.0,469292960.0,-29292960.0
470000000.0,524848860.0,-54848864.0
470000000.0,524848860.0,-54848864.0
466000000.0,396414820.0,69585184.0
400000000.0,396414820.0,3585184.0
400000000.0,396414820.0,3585184.0
800000000.0,674249700.0,125750272.0
750000000.0,674249700.0,75750272.0
450000000.0,410016900.0,39983104.0
390000000.0,364703000.0,25296992.0
400000000.0,395068220.0,4931776.0
330000000.0,329288200.0,711808.0
300000000.0,323410460.0,-23410464.0
265000000.0,340486300.0,-75486304.0
499000000.0,476353300.0,22646688.0
225000000.0,234417330.0,-9417328.0
2700000000.0,2763988700.0,-63988736.0
300000000.0,363093440.0,-63093440.0
470000000.0,485567900.0,-15567904.0
470000000.0,485567900.0,-15567904.0
2500000000.0,2568749600.0,-68749568.0
7400000000.0,5855338500.0,1544661504.0
5400000000.0,5134347300.0,265652736.0
5400000000.0,5403726300.0,-3726336.0
2000000000.0,2184102400.0,-184102400.0
395000000.0,424084060.0,-29084064.0
2250000000.0,1994368500.0,255631488.0
260000000.0,398661470.0,-138661472.0
1350000000.0,1279781800.0,70218240.0
2700000000.0,2563253500.0,136746496.0
4400000000.0,3721084700.0,678915328.0
1550000000.0,1373880400.0,176119552.0
875000000.0,838010500.0,36989504.0
4800000000.0,4617910300.0,182089728.0
1370000000.0,1261337600.0,108662400.0
1370000000.0,1685163900.0,-315163904.0
1500000000.0,1629679100.0,-129679104.0
2200000000.0,2354292000.0,-154291968.0
2300000000.0,2339966500.0,-39966464.0
1350000000.0,1279149700.0,70850304.0
2900000000.0,2591920400.0,308079616.0
2500000000.0,2253304300.0,246695680.0
1330000000.0,1287909100.0,42090880.0
1250000000.0,1896926200.0,-646926208.0
575000000.0,671238140.0,-96238144.0
476000000.0,572162800.0,-96162816.0
1350000000.0,1216698500.0,133301504.0
540000000.0,539583400.0,416576.0
360000000.0,411756700.0,-51756704.0
451000000.0,396452600.0,54547392.0
443000000.0,383496500.0,59503488.0
439000000.0,383496500.0,55503488.0
425000000.0,383496500.0,41503488.0
415000000.0,383496500.0,31503488.0
409000000.0,383496500.0,25503488.0
300000000.0,463962660.0,-163962656.0
470000000.0,485879200.0,-15879200.0
470000000.0,485879200.0,-15879200.0
599000000.0,573341600.0,25658432.0
200000000.0,220159260.0,-20159264.0
3800000000.0,3869935900.0,-69935872.0
650000000.0,763609800.0,-113609792.0
1800000000.0,1838016900.0,-38016896.0
6000000000.0,5703065000.0,296934912.0
5000000000.0,5006264000.0,-6263808.0
7000000000.0,6335769000.0,664230912.0
2500000000.0,2896767700.0,-396767744.0
900000000.0,979621440.0,-79621440.0
1500000000.0,2033936600.0,-533936640.0
1350000000.0,1328926100.0,21073920.0
5000000000.0,5196564000.0,-196563968.0
4200000000.0,4074553300.0,125446656.0
4850000000.0,4561629700.0,288370304.0
1350000000.0,1281670100.0,68329856.0
1350000000.0,1302645800.0,47354240.0
1350000000.0,1303267100.0,46732928.0
1350000000.0,1332438800.0,17561216.0
285000000.0,291096200.0,-6096192.0
285000000.0,291096200.0,-6096192.0
1350000000.0,1350762800.0,-762752.0
459000000.0,402130900.0,56869088.0
1350000000.0,1327550500.0,22449536.0
1350000000.0,1343563000.0,6436992.0
600000000.0,764223200.0,-164223232.0
2600000000.0,2419874000.0,180125952.0
1350000000.0,1353439700.0,-3439744.0
1350000000.0,1350762800.0,-762752.0
835000000.0,795700800.0,39299200.0
1350000000.0,1327550500.0,22449536.0
879000000.0,868572160.0,10427840.0
1350000000.0,1313751800.0,36248192.0
1350000000.0,1350762800.0,-762752.0
1350000000.0,1291175600.0,58824448.0
1350000000.0,1313751800.0,36248192.0
1350000000.0,1291175600.0,58824448.0
900000000.0,1046090560.0,-146090560.0
1350000000.0,1313751800.0,36248192.0
1350000000.0,1291175600.0,58824448.0
1350000000.0,1303267100.0,46732928.0
1350000000.0,1273742500.0,76257536.0
1350000000.0,1174069100.0,175930880.0
1350000000.0,1350762800.0,-762752.0
1350000000.0,1348476900.0,1523072.0
1500000000.0,1341458200.0,158541824.0
628000000.0,679317600.0,-51317632.0
595000000.0,701875460.0,-106875456.0
1900000000.0,1928585300.0,-28585344.0
685000000.0,629639700.0,55360320.0
285000000.0,489084200.0,-204084192.0
400000000.0,351082180.0,48917824.0
800000000.0,635213760.0,164786240.0
300000000.0,268914620.0,31085376.0
850000000.0,735390800.0,114609216.0
1200000000.0,1049778300.0,150221696.0
550000000.0,743266400.0,-193266432.0
355000000.0,365286400.0,-10286400.0
430000000.0,574103200.0,-144103168.0
245000000.0,292291260.0,-47291264.0
245000000.0,236879920.0,8120080.0
950000000.0,858515200.0,91484800.0
250000000.0,236879920.0,13120080.0
250000000.0,236879920.0,13120080.0
295000000.0,308110500.0,-13110496.0
235000000.0,308498600.0,-73498592.0
350000000.0,350079800.0,-79808.0
350000000.0,342135940.0,7864064.0
350000000.0,342135940.0,7864064.0
225000000.0,304270080.0,-79270080.0
280000000.0,304270080.0,-24270080.0
650000000.0,694227800.0,-44227776.0
549000000.0,435672220.0,113327776.0
434000000.0,348679740.0,85320256.0
750000000.0,627090400.0,122909568.0
450000000.0,446361300.0,3638688.0
1100000000.0,1354599300.0,-254599296.0
3000000000.0,2800989700.0,199010304.0
1800000000.0,1770414200.0,29585792.0
3300000000.0,3319507700.0,-19507712.0
1050000000.0,973538000.0,76462016.0
775000000.0,805879200.0,-30879168.0
919000000.0,1145217000.0,-226217024.0
908000000.0,835753500.0,72246528.0
775000000.0,822306800.0,-47306816.0
440000000.0,473712160.0,-33712160.0
1020000000.0,1085676900.0,-65676928.0
805000000.0,786763700.0,18236288.0
1000000000.0,1119080800.0,-119080832.0
2600000000.0,2642643200.0,-42643200.0
500000000.0,518525470.0,-18525472.0
7500000000.0,6694574000.0,805425920.0
2500000000.0,2391955200.0,108044800.0
820000000.0,1045430400.0,-225430400.0
389000000.0,460620830.0,-71620832.0
4000000000.0,3987468500.0,12531456.0
85000000.0,101852420.0,-16852416.0
338000000.0,398814340.0,-60814336.0
3500000000.0,4113440300.0,-613440256.0
550000000.0,571663200.0,-21663232.0
799000000.0,871070660.0,-72070656.0
811000000.0,830074050.0,-19074048.0
660000000.0,663437000.0,-3436992.0
1200000000.0,1217989500.0,-17989504.0
330000000.0,339645060.0,-9645056.0
1200000000.0,1242817900.0,-42817920.0
660000000.0,663437000.0,-3436992.0
2280000000.0,2184352500.0,95647488.0
790000000.0,922821400.0,-132821376.0
690000000.0,656982100.0,33017920.0
1030000000.0,1134992300.0,-104992256.0
660000000.0,663437000.0,-3436992.0
495000000.0,578926100.0,-83926080.0
885000000.0,905003460.0,-20003456.0
