city,district,price_in_rp,price_category,land_area,bedrooms,bathrooms
 Bekasi,Summarecon Bekasi,2990000000.0,mahal,239.0,4.0,4.0
 Bekasi,Summarecon Bekasi,1270000000.0,mahal,55.0,3.0,2.0
 Bekasi,Summarecon Bekasi,1950000000.0,mahal,119.0,3.0,3.0
 Bekasi,Summarecon Bekasi,3300000000.0,mahal,180.0,3.0,3.0
 Bekasi,Summarecon Bekasi,4500000000.0,mahal,328.0,4.0,3.0
 Bekasi,Summarecon Bekasi,2700000000.0,mahal,136.0,3.0,3.0
 Bekasi,Summarecon Bekasi,2350000000.0,mahal,144.0,2.0,2.0
 Bekasi,Summarecon Bekasi,4500000000.0,mahal,216.0,4.0,4.0
 Bekasi,Summarecon Bekasi,2900000000.0,mahal,200.0,,3.0
 Bekasi,Summarecon Bekasi,2700000000.0,mahal,136.0,3.0,3.0
 Bekasi,Summarecon Bekasi,2550000000.0,mahal,144.0,3.0,2.0
 Bekasi,Summarecon Bekasi,952000000.0,sedang,55.0,2.0,2.0
 Bekasi,Summarecon Bekasi,1800000000.0,mahal,119.0,2.0,1.0
 Bekasi,Summarecon Bekasi,2350000000.0,mahal,144.0,3.0,3.0
 Bekasi,Summarecon Bekasi,2500000000.0,mahal,144.0,3.0,3.0
 Bekasi,Summarecon Bekasi,2700000000.0,mahal,193.0,3.0,3.0
 Bekasi,Summarecon Bekasi,5360000000.0,mahal,192.0,5.0,4.0
 Bekasi,Summarecon Bekasi,952000000.0,sedang,55.0,2.0,2.0
 Bekasi,Summarecon Bekasi,2250000000.0,mahal,119.0,4.0,3.0
 Bekasi,Summarecon Bekasi,2250000000.0,mahal,119.0,3.0,2.0
 Bekasi,Summarecon Bekasi,2450000000.0,mahal,144.0,3.0,3.0
 Bekasi,Summarecon Bekasi,125000000.0,murah,110.0,3.0,1.0
 Bekasi,Summarecon Bekasi,1980000000.0,mahal,119.0,2.0,2.0
 Bekasi,Summarecon Bekasi,764000000.0,sedang,78.0,3.0,3.0
 Bekasi,Summarecon Bekasi,2000000000.0,mahal,164.0,,
 Bekasi,Summarecon Bekasi,764000000.0,sedang,78.0,3.0,3.0
 Bekasi,Summarecon Bekasi,2350000000.0,mahal,119.0,3.0,2.0
 Bekasi,Summarecon Bekasi,2550000000.0,mahal,144.0,3.0,2.0
 Bekasi,Summarecon Bekasi,480000000.0,murah,55.0,2.0,1.0
 Bekasi,Summarecon Bekasi,1900000000.0,mahal,91.0,2.0,3.0
 Bekasi,Bekasi,300000000.0,murah,60.0,2.0,1.0
 Bekasi,Bekasi,5270000000.0,mahal,192.0,4.0,3.0
 Bekasi,Bekasi,2800000000.0,mahal,150.0,4.0,3.0
 Bekasi,Bekasi,2710000000.0,mahal,135.0,4.0,4.0
 Bekasi,Bekasi,500000000.0,murah,72.0,3.0,1.0
 Bekasi,Bekasi,439000000.0,murah,60.0,3.0,1.0
 Bekasi,Bekasi,800000000.0,sedang,92.0,3.0,2.0
 Bekasi,Bekasi,850000000.0,sedang,200.0,3.0,2.0
 Bekasi,Bekasi,700000000.0,murah,90.0,3.0,2.0
 Bekasi,Bekasi,4950000000.0,mahal,348.0,5.0,4.0
 Bekasi,Bekasi,1300000000.0,mahal,84.0,4.0,4.0
 Bekasi,Bekasi,1200000000.0,sedang,120.0,3.0,2.0
 Bekasi,Bekasi,2650000000.0,mahal,160.0,5.0,4.0
 Bekasi,Bekasi,1300000000.0,mahal,84.0,4.0,4.0
 Bekasi,Bekasi,1300000000.0,mahal,84.0,4.0,4.0
 Bekasi,Bekasi,1300000000.0,mahal,84.0,4.0,3.0
 Bekasi,Bekasi,425000000.0,murah,90.0,2.0,1.0
 Bekasi,Bekasi,280000000.0,murah,70.0,2.0,1.0
 Bekasi,Bekasi,999000000.0,sedang,127.0,6.0,2.0
 Bekasi,Bekasi,5750000000.0,mahal,400.0,5.0,4.0
 Bekasi,Bekasi,1500000000.0,mahal,100.0,3.0,2.0
 Bekasi,Bekasi,6800000000.0,mahal,700.0,8.0,9.0
 Bekasi,Bekasi,3000000000.0,mahal,250.0,4.0,5.0
 Bekasi,Bekasi,168000000.0,murah,60.0,2.0,1.0
 Bekasi,Bekasi,870000000.0,sedang,90.0,3.0,1.0
 Bekasi,Bekasi,495000000.0,murah,86.0,2.0,1.0
 Bekasi,Bekasi,275000000.0,murah,60.0,2.0,1.0
 Bekasi,Bekasi,300000000.0,murah,70.0,2.0,2.0
 Bekasi,Bekasi,1440000000.0,mahal,55.0,2.0,2.0
 Bekasi,Bekasi,764000000.0,sedang,78.0,3.0,3.0
 Bekasi,Bekasi,1200000000.0,sedang,120.0,,2.0
 Bekasi,Bekasi,764000000.0,sedang,78.0,3.0,3.0
 Bekasi,Bekasi,495000000.0,murah,86.0,2.0,1.0
 Bekasi,Bekasi,1500000000.0,mahal,100.0,4.0,3.0
 Bekasi,Setu,300000000.0,murah,60.0,2.0,1.0
 Bekasi,Setu,365000000.0,murah,60.0,2.0,1.0
 Bekasi,Setu,350000000.0,murah,60.0,2.0,1.0
 Bekasi,Setu,351000000.0,murah,60.0,2.0,1.0
 Bekasi,Setu,393000000.0,murah,60.0,2.0,1.0
 Bekasi,Setu,392000000.0,murah,72.0,2.0,1.0
 Bekasi,Setu,440000000.0,murah,66.0,2.0,1.0
 Bekasi,Setu,351000000.0,murah,60.0,2.0,1.0
 Bekasi,Setu,401000000.0,murah,66.0,2.0,1.0
 Bekasi,Harapan Indah,1990000000.0,mahal,160.0,4.0,4.0
 Bekasi,Harapan Indah,1150000000.0,sedang,126.0,3.0,2.0
 Bekasi,Harapan Indah,3200000000.0,mahal,376.0,5.0,4.0
 Bekasi,Harapan Indah,950000000.0,sedang,66.0,3.0,2.0
 Bekasi,Harapan Indah,1500000000.0,mahal,126.0,2.0,2.0
 Bekasi,Harapan Indah,1250000000.0,sedang,84.0,2.0,2.0
 Bekasi,Harapan Indah,1200000000.0,sedang,152.0,5.0,3.0
 Bekasi,Harapan Indah,3200000000.0,mahal,376.0,5.0,5.0
 Bekasi,Harapan Indah,850000000.0,sedang,90.0,2.0,1.0
 Bekasi,Harapan Indah,1280000000.0,mahal,139.0,3.0,2.0
 Bekasi,Harapan Indah,895000000.0,sedang,58.0,3.0,3.0
 Bekasi,Harapan Indah,1450000000.0,mahal,131.0,4.0,3.0
 Bekasi,Harapan Indah,1300000000.0,mahal,126.0,2.0,1.0
 Bekasi,Harapan Indah,690000000.0,murah,90.0,2.0,2.0
 Bekasi,Harapan Indah,950000000.0,sedang,90.0,2.0,1.0
 Bekasi,Harapan Indah,1350000000.0,mahal,90.0,4.0,3.0
 Bekasi,Harapan Indah,1000000000.0,sedang,138.0,3.0,2.0
 Bekasi,Harapan Indah,2850000000.0,mahal,160.0,3.0,3.0
 Bekasi,Harapan Indah,1150000000.0,sedang,78.0,3.0,2.0
 Bekasi,Harapan Indah,342000000.0,murah,36.0,2.0,1.0
 Bekasi,Harapan Indah,327000000.0,murah,36.0,2.0,1.0
 Bekasi,Harapan Indah,975000000.0,sedang,90.0,2.0,1.0
 Bekasi,Harapan Indah,975000000.0,sedang,90.0,3.0,2.0
 Bekasi,Harapan Indah,1370000000.0,mahal,105.0,4.0,3.0
 Bekasi,Harapan Indah,1370000000.0,mahal,105.0,4.0,3.0
 Bekasi,Harapan Indah,2150000000.0,mahal,144.0,3.0,3.0
 Bekasi,Harapan Indah,2150000000.0,mahal,144.0,3.0,3.0
 Bekasi,Harapan Indah,2150000000.0,mahal,144.0,3.0,3.0
 Bekasi,Harapan Indah,1200000000.0,sedang,126.0,3.0,2.0
 Bekasi,Harapan Indah,1550000000.0,mahal,114.0,2.0,3.0
 Bekasi,Harapan Indah,1250000000.0,sedang,108.0,2.0,2.0
 Bekasi,Harapan Indah,168000000.0,murah,60.0,2.0,1.0
 Bekasi,Harapan Indah,1400000000.0,mahal,144.0,3.0,1.0
 Bekasi,Harapan Indah,799000000.0,sedang,77.0,3.0,2.0
 Bekasi,Harapan Indah,779000000.0,sedang,54.0,3.0,2.0
 Bekasi,Harapan Indah,775000000.0,sedang,66.0,2.0,1.0
 Bekasi,Harapan Indah,2150000000.0,mahal,144.0,3.0,3.0
 Bekasi,Harapan Indah,779000000.0,sedang,63.0,,
 Bekasi,Harapan Indah,1750000000.0,mahal,179.0,2.0,2.0
 Bekasi,Harapan Indah,750000000.0,murah,94.0,2.0,1.0
 Bekasi,Harapan Indah,1250000000.0,sedang,125.0,5.0,4.0
 Bekasi,Harapan Indah,870000000.0,sedang,94.0,3.0,2.0
 Bekasi,Harapan Indah,1500000000.0,mahal,126.0,2.0,2.0
 Bekasi,Harapan Indah,1500000000.0,mahal,105.0,3.0,2.0
 Bekasi,Harapan Indah,4300000000.0,mahal,325.0,4.0,4.0
 Bekasi,Harapan Indah,1300000000.0,mahal,90.0,2.0,2.0
 Bekasi,Harapan Indah,1300000000.0,mahal,90.0,2.0,2.0
 Bekasi,Harapan Indah,1800000000.0,mahal,133.0,2.0,2.0
 Bekasi,Harapan Indah,520000000.0,murah,36.0,3.0,1.0
 Bekasi,Harapan Indah,1300000000.0,mahal,84.0,2.0,2.0
 Bekasi,Harapan Indah,685000000.0,murah,94.0,2.0,1.0
 Bekasi,Harapan Indah,930000000.0,sedang,105.0,2.0,1.0
 Bekasi,Harapan Indah,685000000.0,murah,94.0,2.0,1.0
 Bekasi,Harapan Indah,2100000000.0,mahal,180.0,4.0,3.0
 Bekasi,Harapan Indah,520000000.0,murah,60.0,3.0,1.0
 Bekasi,Harapan Indah,520000000.0,murah,60.0,3.0,1.0
 Bekasi,Harapan Indah,1200000000.0,sedang,119.0,2.0,1.0
 Bekasi,Harapan Indah,1200000000.0,sedang,119.0,2.0,1.0
 Bekasi,Harapan Indah,2170000000.0,mahal,144.0,,
 Bekasi,Harapan Indah,1450000000.0,mahal,131.0,4.0,3.0
 Bekasi,Harapan Indah,1200000000.0,sedang,90.0,2.0,2.0
 Bekasi,Harapan Indah,1450000000.0,mahal,131.0,4.0,3.0
 Bekasi,Harapan Indah,1400000000.0,mahal,108.0,2.0,2.0
 Bekasi,Harapan Indah,620000000.0,murah,96.0,2.0,1.0
 Bekasi,Harapan Indah,1450000000.0,mahal,144.0,2.0,2.0
 Bekasi,Harapan Indah,1800000000.0,mahal,144.0,3.0,2.0
 Bekasi,Harapan Indah,1600000000.0,mahal,160.0,3.0,2.0
 Bekasi,Harapan Indah,3000000000.0,mahal,160.0,4.0,5.0
 Bekasi,Harapan Indah,3000000000.0,mahal,160.0,4.0,5.0
 Bekasi,Harapan Indah,1600000000.0,mahal,120.0,3.0,2.0
 Bekasi,Harapan Indah,1800000000.0,mahal,144.0,3.0,2.0
 Bekasi,Harapan Indah,2700000000.0,mahal,270.0,3.0,3.0
 Bekasi,Harapan Indah,1400000000.0,mahal,108.0,2.0,2.0
 Bekasi,Harapan Indah,970000000.0,sedang,53.0,3.0,2.0
 Bekasi,Bekasi Kota,575000000.0,murah,60.0,2.0,1.0
 Bekasi,Bekasi Kota,900000000.0,sedang,72.0,3.0,2.0
 Bekasi,Bekasi Kota,1250000000.0,sedang,60.0,3.0,3.0
 Bekasi,Bekasi Kota,525000000.0,murah,72.0,3.0,1.0
 Bekasi,Bekasi Kota,510000000.0,murah,70.0,2.0,1.0
 Bekasi,Bekasi Kota,895000000.0,sedang,92.0,2.0,2.0
 Bekasi,Bekasi Kota,2500000000.0,mahal,135.0,4.0,3.0
 Bekasi,Bekasi Kota,1650000000.0,mahal,165.0,4.0,3.0
 Bekasi,Bekasi Kota,690000000.0,murah,94.0,1.0,1.0
 Bekasi,Bekasi Kota,750000000.0,murah,78.0,2.0,1.0
 Bekasi,Bekasi Kota,764000000.0,sedang,78.0,3.0,3.0
 Bekasi,Bekasi Kota,764000000.0,sedang,78.0,3.0,3.0
 Bekasi,Bekasi Kota,42000000.0,murah,60.0,2.0,2.0
 Bekasi,Bekasi Kota,1400000000.0,mahal,77.0,3.0,3.0
 Bekasi,Cibitung,500000000.0,murah,60.0,2.0,2.0
 Bekasi,Cibitung,342000000.0,murah,66.0,2.0,1.0
 Bekasi,Cibitung,764000000.0,sedang,78.0,3.0,3.0
 Bekasi,Cibitung,764000000.0,sedang,78.0,3.0,3.0
 Bekasi,Cibubur,500000000.0,murah,60.0,2.0,2.0
 Bekasi,Cibubur,1150000000.0,sedang,90.0,2.0,1.0
 Bekasi,Cibubur,599000000.0,murah,72.0,2.0,1.0
 Bekasi,Cibubur,1680000000.0,mahal,200.0,3.0,2.0
 Bekasi,Cibubur,1560000000.0,mahal,121.0,3.0,3.0
 Bekasi,Cibubur,1180000000.0,sedang,84.0,3.0,3.0
 Bekasi,Cibubur,1180000000.0,sedang,84.0,3.0,2.0
 Bekasi,Cibubur,990000000.0,sedang,95.0,3.0,2.0
 Bekasi,Cibubur,800000000.0,sedang,84.0,3.0,2.0
 Bekasi,Cibubur,718000000.0,murah,72.0,2.0,1.0
 Bekasi,Cibubur,1390000000.0,mahal,60.0,3.0,2.0
 Bekasi,Cibubur,764000000.0,sedang,78.0,3.0,3.0
 Bekasi,Cibubur,1200000000.0,sedang,86.0,4.0,3.0
 Bekasi,Cibubur,1310000000.0,mahal,86.0,3.0,3.0
 Bekasi,Mustikajaya,680000000.0,murah,72.0,2.0,1.0
 Bekasi,Mustikajaya,680000000.0,murah,72.0,2.0,1.0
 Bekasi,Mustikajaya,1200000000.0,sedang,165.0,3.0,2.0
 Bekasi,Mustikajaya,680000000.0,murah,72.0,2.0,1.0
 Bekasi,Mustikajaya,680000000.0,murah,72.0,2.0,1.0
 Bekasi,Mustikajaya,1200000000.0,sedang,165.0,3.0,2.0
 Bekasi,Mustikajaya,680000000.0,murah,72.0,2.0,1.0
 Bekasi,Mustikajaya,1200000000.0,sedang,165.0,3.0,2.0
 Bekasi,Mustikajaya,390000000.0,murah,60.0,2.0,1.0
 Bekasi,Mustikajaya,455000000.0,murah,70.0,2.0,1.0
 Bekasi,Mustikajaya,1010000000.0,sedang,125.0,3.0,2.0
 Bekasi,Mustikajaya,690000000.0,murah,96.0,2.0,1.0
 Bekasi,Mustikajaya,988000000.0,sedang,72.0,3.0,2.0
 Bekasi,Mustikajaya,465000000.0,murah,60.0,2.0,1.0
 Bekasi,Mustikajaya,480000000.0,murah,60.0,2.0,2.0
 Bekasi,Mustikajaya,625000000.0,murah,72.0,2.0,1.0
 Bekasi,Mustikajaya,3000000000.0,mahal,210.0,4.0,4.0
 Bekasi,Jatisampurna,1180000000.0,sedang,84.0,3.0,2.0
 Bekasi,Jatisampurna,1080000000.0,sedang,105.0,2.0,2.0
 Bekasi,Jatisampurna,1050000000.0,sedang,90.0,2.0,1.0
 Bekasi,Jatisampurna,1080000000.0,sedang,105.0,2.0,2.0
 Bekasi,Jatisampurna,1150000000.0,sedang,90.0,2.0,1.0
 Bekasi,Jatisampurna,1080000000.0,sedang,105.0,2.0,2.0
 Bekasi,Jatisampurna,1080000000.0,sedang,105.0,2.0,2.0
 Bekasi,Jatisampurna,1150000000.0,sedang,90.0,2.0,1.0
 Bekasi,Jatisampurna,1150000000.0,sedang,90.0,2.0,1.0
 Bekasi,Jatisampurna,1150000000.0,sedang,90.0,2.0,1.0
 Bekasi,Jatisampurna,1210000000.0,sedang,84.0,3.0,3.0
 Bekasi,Jatisampurna,1180000000.0,sedang,84.0,3.0,3.0
 Bekasi,Jatisampurna,1150000000.0,sedang,90.0,2.0,1.0
 Bekasi,Jatisampurna,1180000000.0,sedang,84.0,3.0,3.0
 Bekasi,Jatisampurna,968000000.0,sedang,89.0,2.0,1.0
 Bekasi,Jatisampurna,1650000000.0,mahal,165.0,4.0,3.0
 Bekasi,Jatisampurna,1180000000.0,sedang,84.0,3.0,3.0
 Bekasi,Jatisampurna,720000000.0,murah,80.0,2.0,1.0
 Bekasi,Jatisampurna,1300000000.0,mahal,84.0,4.0,3.0
 Bekasi,Jatisampurna,1190000000.0,sedang,101.0,3.0,2.0
 Bekasi,Jatisampurna,1180000000.0,sedang,84.0,3.0,2.0
 Bekasi,Jatisampurna,1300000000.0,mahal,87.0,3.0,3.0
 Bekasi,Jatisampurna,600000000.0,murah,80.0,2.0,1.0
 Bekasi,Jatisampurna,500000000.0,murah,70.0,2.0,1.0
 Bekasi,Jatisampurna,1100000000.0,sedang,82.0,3.0,3.0
 Bekasi,Jatiwarna,1280000000.0,mahal,92.0,3.0,3.0
 Bekasi,Jatiwarna,3700000000.0,mahal,216.0,3.0,4.0
 Bekasi,Jatiwarna,1070000000.0,sedang,95.0,4.0,2.0
 Bekasi,Jatiwarna,476000000.0,murah,52.0,2.0,1.0
 Bekasi,Jatiwarna,968000000.0,sedang,70.0,3.0,3.0
 Bekasi,Jatiwarna,884000000.0,sedang,70.0,3.0,2.0
 Bekasi,Jatiwarna,1180000000.0,sedang,95.0,4.0,3.0
 Bekasi,Jatiwarna,4040000000.0,mahal,183.0,5.0,4.0
 Bekasi,Jatiwarna,1100000000.0,sedang,180.0,3.0,3.0
 Bekasi,Jatiwarna,2250000000.0,mahal,175.0,3.0,2.0
 Bekasi,Jatiwarna,1800000000.0,mahal,115.0,3.0,2.0
 Bekasi,Jatiwarna,800000000.0,sedang,97.0,2.0,1.0
 Bekasi,Pondok Gede,920000000.0,sedang,70.0,3.0,2.0
 Bekasi,Pondok Gede,1970000000.0,mahal,91.0,4.0,4.0
 Bekasi,Pondok Gede,1990000000.0,mahal,178.0,3.0,3.0
 Bekasi,Pondok Gede,3950000000.0,mahal,760.0,4.0,2.0
 Bekasi,Pondok Gede,1250000000.0,sedang,154.0,4.0,3.0
 Bekasi,Pondok Gede,5300000000.0,mahal,707.0,6.0,4.0
 Bekasi,Pondok Gede,1110000000.0,sedang,75.0,3.0,3.0
 Bekasi,Pondok Gede,1870000000.0,mahal,91.0,3.0,4.0
 Bekasi,Jaka Setia,1590000000.0,mahal,118.0,3.0,3.0
 Bekasi,Jaka Setia,1620000000.0,mahal,118.0,3.0,3.0
 Bekasi,Jati Asih,500000000.0,murah,64.0,2.0,1.0
 Bekasi,Jati Asih,750000000.0,murah,78.0,2.0,1.0
 Bekasi,Jati Asih,600000000.0,murah,65.0,2.0,2.0
 Bekasi,Jati Asih,799000000.0,sedang,97.0,2.0,1.0
 Bekasi,Jati Asih,799000000.0,sedang,97.0,2.0,1.0
 Bekasi,Jati Asih,799000000.0,sedang,97.0,2.0,1.0
 Bekasi,Jati Asih,959000000.0,sedang,96.0,3.0,2.0
 Bekasi,Jati Asih,774000000.0,sedang,70.0,3.0,2.0
 Bekasi,Jati Asih,995000000.0,sedang,80.0,3.0,2.0
 Bekasi,Jati Asih,1400000000.0,mahal,112.0,2.0,2.0
 Bekasi,Jati Asih,1050000000.0,sedang,72.0,3.0,2.0
 Bekasi,Jati Asih,975000000.0,sedang,100.0,3.0,2.0
 Bekasi,Jati Asih,620000000.0,murah,72.0,2.0,1.0
 Bekasi,Jati Asih,959000000.0,sedang,72.0,3.0,2.0
 Bekasi,Jati Asih,875000000.0,sedang,100.0,3.0,2.0
 Bekasi,Jati Asih,600000000.0,murah,72.0,2.0,1.0
 Bekasi,Jati Asih,807000000.0,sedang,42.0,3.0,2.0
 Bekasi,Jati Asih,580000000.0,murah,60.0,3.0,1.0
 Bekasi,Jati Asih,679000000.0,murah,63.0,2.0,1.0
 Bekasi,Jati Asih,900000000.0,sedang,72.0,3.0,2.0
 Bekasi,Jati Asih,849000000.0,sedang,70.0,3.0,2.0
 Bekasi,Jati Asih,880000000.0,sedang,75.0,3.0,2.0
 Bekasi,Jati Asih,695000000.0,murah,65.0,2.0,2.0
 Bekasi,Jati Asih,465000000.0,murah,60.0,2.0,1.0
 Bekasi,Jati Asih,857000000.0,sedang,42.0,2.0,2.0
 Bekasi,Jati Asih,650000000.0,murah,72.0,2.0,1.0
 Bekasi,Jati Asih,145000000.0,murah,175.0,4.0,3.0
 Bekasi,Jati Asih,1990000000.0,mahal,300.0,4.0,4.0
 Bekasi,Jati Asih,675000000.0,murah,99.0,3.0,3.0
 Bekasi,Jati Asih,350000000.0,murah,66.0,2.0,1.0
 Bekasi,Jati Asih,350000000.0,murah,66.0,2.0,1.0
 Bekasi,Jati Asih,2790000000.0,mahal,250.0,5.0,4.0
 Bekasi,Jati Asih,2790000000.0,mahal,250.0,5.0,4.0
 Bekasi,Jati Asih,2790000000.0,mahal,250.0,5.0,4.0
 Bekasi,Jati Asih,750000000.0,murah,78.0,2.0,1.0
 Bekasi,Jati Asih,400000000.0,murah,70.0,2.0,1.0
 Bekasi,Jati Asih,1350000000.0,mahal,175.0,4.0,3.0
 Bekasi,Jati Asih,1350000000.0,mahal,175.0,4.0,3.0
 Bekasi,Jati Asih,750000000.0,murah,78.0,2.0,1.0
 Bekasi,Jati Asih,550000000.0,murah,60.0,2.0,1.0
 Bekasi,Jati Asih,700000000.0,murah,78.0,3.0,2.0
 Bekasi,Jati Asih,682000000.0,murah,63.0,2.0,1.0
 Bekasi,Grand Wisata,2300000000.0,mahal,200.0,3.0,3.0
 Bekasi,Grand Wisata,1200000000.0,sedang,165.0,3.0,2.0
 Bekasi,Grand Wisata,4300000000.0,mahal,382.0,4.0,3.0
 Bekasi,Grand Wisata,4500000000.0,mahal,612.0,4.0,4.0
 Bekasi,Grand Wisata,1250000000.0,sedang,112.0,3.0,2.0
 Bekasi,Grand Wisata,2300000000.0,mahal,160.0,3.0,2.0
 Bekasi,Grand Wisata,2200000000.0,mahal,160.0,3.0,2.0
 Bekasi,Grand Wisata,410000000.0,murah,60.0,2.0,1.0
 Bekasi,Grand Wisata,1960000000.0,mahal,105.0,4.0,3.0
 Bekasi,Grand Wisata,875000000.0,sedang,66.0,2.0,2.0
 Bekasi,Grand Wisata,695000000.0,murah,60.0,2.0,2.0
 Bekasi,Jatibening,1800000000.0,mahal,140.0,4.0,3.0
 Bekasi,Jatibening,1050000000.0,sedang,72.0,3.0,2.0
 Bekasi,Jatibening,1050000000.0,sedang,72.0,3.0,2.0
 Bekasi,Jatibening,1050000000.0,sedang,72.0,3.0,2.0
 Bekasi,Jatibening,1050000000.0,sedang,72.0,3.0,2.0
 Bekasi,Jatibening,1050000000.0,sedang,72.0,3.0,2.0
 Bekasi,Jatibening,1250000000.0,sedang,105.0,3.0,2.0
 Bekasi,Jatibening,1690000000.0,mahal,182.0,5.0,5.0
 Bekasi,Jatibening,1620000000.0,mahal,92.0,3.0,3.0
 Bekasi,Jatibening,735000000.0,murah,84.0,2.0,1.0
 Bekasi,Jatibening,1620000000.0,mahal,92.0,3.0,3.0
 Bekasi,Jatibening,2100000000.0,mahal,120.0,4.0,2.0
 Bekasi,Jatibening,799000000.0,sedang,92.0,2.0,1.0
 Bekasi,Jatibening,3400000000.0,mahal,160.0,4.0,2.0
 Bekasi,Jatibening,1250000000.0,sedang,123.0,3.0,3.0
 Bekasi,Jatibening,1200000000.0,sedang,77.0,3.0,2.0
 Bekasi,Jatibening,1050000000.0,sedang,72.0,3.0,2.0
 Bekasi,Jatibening,1350000000.0,mahal,160.0,3.0,2.0
 Bekasi,Jatibening,700000000.0,murah,78.0,3.0,2.0
 Bekasi,Jatibening,2200000000.0,mahal,154.0,3.0,2.0
 Bekasi,Jatibening,703000000.0,murah,75.0,2.0,1.0
 Bekasi,Jatibening,1050000000.0,sedang,72.0,3.0,2.0
 Bekasi,Jatibening,1050000000.0,sedang,72.0,3.0,2.0
 Bekasi,Bekasi Utara,950000000.0,sedang,66.0,3.0,2.0
 Bekasi,Bekasi Utara,2190000000.0,mahal,136.0,3.0,3.0
 Bekasi,Bekasi Utara,950000000.0,sedang,66.0,3.0,2.0
 Bekasi,Bekasi Utara,999000000.0,sedang,75.0,3.0,2.0
 Bekasi,Bekasi Utara,2100000000.0,mahal,104.0,3.0,3.0
 Bekasi,Bekasi Utara,545000000.0,murah,72.0,2.0,1.0
 Bekasi,Bekasi Utara,725000000.0,murah,80.0,3.0,2.0
 Bekasi,Bekasi Utara,463000000.0,murah,60.0,2.0,1.0
 Bekasi,Bekasi Utara,575000000.0,murah,98.0,4.0,2.0
 Bekasi,Bekasi Utara,320000000.0,murah,108.0,2.0,1.0
 Bekasi,Bekasi Utara,468000000.0,murah,72.0,2.0,1.0
 Bekasi,Bekasi Utara,168000000.0,murah,60.0,2.0,1.0
 Bekasi,Bekasi Utara,875000000.0,sedang,90.0,3.0,1.0
 Bekasi,Bekasi Utara,496000000.0,murah,72.0,2.0,1.0
 Bekasi,Bekasi Utara,779000000.0,sedang,53.0,3.0,2.0
 Bekasi,Bekasi Utara,800000000.0,sedang,90.0,3.0,1.0
 Bekasi,Bekasi Utara,800000000.0,sedang,90.0,3.0,1.0
 Bekasi,Bekasi Utara,764000000.0,sedang,78.0,3.0,3.0
 Bekasi,Bekasi Utara,1600000000.0,mahal,186.0,4.0,3.0
 Bekasi,Bekasi Utara,1150000000.0,sedang,105.0,4.0,3.0
 Bekasi,Bekasi Utara,764000000.0,sedang,78.0,3.0,3.0
 Bekasi,Bekasi Utara,42000000.0,murah,60.0,2.0,2.0
 Bekasi,Bekasi Utara,1350000000.0,mahal,180.0,2.0,2.0
 Bekasi,Bekasi Utara,2200000000.0,mahal,210.0,4.0,2.0
 Bekasi,Bekasi Utara,2000000000.0,mahal,118.0,3.0,3.0
 Bekasi,Rawalumbu,625000000.0,murah,75.0,2.0,1.0
 Bekasi,Rawalumbu,1000000000.0,sedang,150.0,4.0,2.0
 Bekasi,Rawalumbu,9000000000.0,mahal,939.0,36.0,36.0
 Bekasi,Tambun Selatan,1600000000.0,mahal,119.0,2.0,2.0
 Bekasi,Tambun Selatan,680000000.0,murah,72.0,2.0,1.0
 Bekasi,Tambun Selatan,490000000.0,murah,72.0,2.0,1.0
 Bekasi,Tambun Selatan,665000000.0,murah,97.0,3.0,1.0
 Bekasi,Tambun Selatan,445000000.0,murah,97.0,2.0,1.0
 Bekasi,Tambun Selatan,570000000.0,murah,97.0,2.0,1.0
 Bekasi,Tambun Selatan,1050000000.0,sedang,119.0,2.0,1.0
 Bekasi,Tambun Selatan,1500000000.0,mahal,250.0,2.0,1.0
 Bekasi,Tambun Selatan,665000000.0,murah,97.0,3.0,1.0
 Bekasi,Tambun Selatan,665000000.0,murah,97.0,3.0,1.0
 Bekasi,Harapan Baru,950000000.0,sedang,66.0,3.0,2.0
 Bekasi,Harapan Baru,650000000.0,murah,72.0,2.0,1.0
 Bekasi,Harapan Baru,975000000.0,sedang,120.0,3.0,1.0
 Bekasi,Pondokmelati,799000000.0,sedang,97.0,2.0,1.0
 Bekasi,Pondokmelati,3700000000.0,mahal,216.0,3.0,4.0
 Bekasi,Babelan,950000000.0,sedang,66.0,3.0,2.0
 Bekasi,Babelan,350000000.0,murah,60.0,2.0,1.0
 Bekasi,Babelan,524000000.0,murah,40.0,2.0,1.0
 Bekasi,Babelan,325000000.0,murah,60.0,2.0,1.0
 Bekasi,Babelan,325000000.0,murah,60.0,2.0,1.0
 Bekasi,Babelan,335000000.0,murah,60.0,3.0,1.0
 Bekasi,Babelan,310000000.0,murah,60.0,2.0,1.0
 Bekasi,Babelan,1500000000.0,mahal,120.0,3.0,2.0
 Bekasi,Babelan,1500000000.0,mahal,120.0,3.0,2.0
 Bekasi,Babelan,6640000000.0,mahal,72.0,2.0,1.0
 Bekasi,Babelan,327000000.0,murah,36.0,2.0,1.0
 Bekasi,Babelan,332000000.0,murah,36.0,2.0,1.0
 Bekasi,Babelan,395000000.0,murah,60.0,2.0,1.0
 Bekasi,Babelan,168000000.0,murah,60.0,2.0,1.0
 Bekasi,Babelan,480000000.0,murah,72.0,2.0,1.0
 Bekasi,Babelan,395000000.0,murah,60.0,2.0,1.0
 Bekasi,Babelan,360000000.0,murah,62.0,2.0,1.0
